name;elevation;latitude;longitude;continent;country;range
Tsurugi Dake;2998;36.6204;137.62;Asia;Japan;Honshu
Kai-Komagatake;2967;35.7581;138.237;Asia;Japan;Honshu
Mount Gede;2958;-6.78;106.98;Asia;Indonesia;
Shirouma Dake;2932;36.7575;137.757;Asia;Japan;Honshu
Houkendake;2931;35.7822;137.809;Asia;Japan;Honshu
Washiba Dake;2924;36.4116;137.591;Asia;Japan;Honshu
Mount Pulag;2922;16.51;120.839;Asia;Philippines;Luzon
Gunung Merapi;2911;-7.55;110.433;Asia;Indonesia;Java 
Yatsu ga Take;2899;35.97075;138.37014;Asia;Japan;Honshu
Kashima Yarigatake;2889;36.6238;137.747;Asia;Japan;Honshu
Bezymianny;2882;55.975068;160.582032;Asia;Russia;South Central Zagros
Atkuyruksallamaz;2879;36.55062;29.53758;Asia;Turkey;Taurus Mountains
Misho;2860;37;46;Asia;Iran;Northwest Iran Ranges
Jonen Dake;2857;36.3266;137.728;Asia;Japan;Honshu
Houousan;2840;35.702962;138.304996;Asia;Japan;Honshu
Ragang;2815;7.691;124.5072;Asia;Philippines;
Mount Hermon;2814;33.4106;35.8572;Asia;Lebanon;
Goryu Dake;2814;36.659;137.752;Asia;Japan;Honshu
Kamikouchidake;2803;35.391429;138.15239;Asia;Japan;Honshu
Telkamar;2800;35.731743;52.025843;Asia;Iran;Alborz
Tsubakuro Dake (Mt. Tsubakuro);2763;36.3996;137.716;Asia;Japan;Honshu
Mount Baekdu;2744;42.0035;128.031;Asia;Korea, North/China;Taebaek Sanmae
Happo One and Karamatsu Dake;2696;36.6904;137.774;Asia;Japan;Honshu
Anamudi;2695;10.1666;77.0666;Asia;India;Cardamom Hills
Eren;2687;36.72783;29.62571;Asia;Turkey;Taurus Mountains
Jiigatake;2670;36.5874;137.75;Asia;Japan;Honshu
Mt. Chogatake;2664;36.29;137.725;Asia;Japan;Honshu
Davraz;2650;37.754296;30.723962;Asia;Turkey;Taurus Mountains
Gelincikana;2612;37;37;Asia;Turkey;Central Anatolia
Kinpu-San;2599;35.872;138.626;Asia;Japan;Honshu
Mount Halcon;2586;13.2625;120.995;Asia;Philippines;Visayas
Tambuyukon;2579;6.21667;116.65;Asia;Malaysia;Borneo
Asama Yama;2568;36.4057;138.517;Asia;Japan;Honshu
Piduruthalagala;2524;7;80.7833;Asia;Sri Lanka;Sri Lanka
Nathiagali;2501;34.066667;73.383333;Asia;Pakistan;
Mayon Volcano;2463;13.2552;123.686;Asia;Philippines;Luzon
Gunung Sinabung;2451;3.16667;98.4;Asia;Indonesia;
Balatukan;2450;8.77;124.98;Asia;Philippines;Minidnao
Perumal Peak;2445;10.300278;77.565833;Asia;India;
Gunung Mulu;2376;4.045377;114.928678;Asia;Malaysia;
Tsetsee Gun Uul;2258;47.700173;106.920061;Asia;Mongolia;
Adam's Peak;2243;6.81139;80.4997;Asia;Sri Lanka;Sri Lanka
Mizugaki Yama;2230;35.8936;138.592;Asia;Japan;Honshu
Awiar;2221;35.3167;47;Asia;Iran;
SALAK I;2211;-6.71542;106.734;Asia;Indonesia;
Gunung Tahan;2187;4.6325;102.234167;Asia;Malaysia;
